Rank,Word,Occurrences,Duolingo_Words,JLPT_Words,JLPT_Level,Definitions,JLPT_Levels,Final_JLPT_Level
342.0,作曲,589187.0,0,1,N3,"['composition (of music)', 'setting', 'writing music']",,N3
343.0,巻,588853.0,0,1,N1,['roll (e.g. of cloth)'],,N1
344.0,発言,586350.0,0,1,N1,"['statement', 'remark', 'observation', 'utterance', 'speech', 'proposal']",,N1
345.0,集,586167.0,0,0,,"['collection', 'compilation']",,
346.0,和書,585393.0,0,0,,['book in Japanese'],,
347.0,王,584734.0,1,1,N3,"['king', 'ruler', 'sovereign', 'monarch']",,N3
348.0,ソート,584026.0,0,0,,"['sorting', 'categorization']",,
349.0,バス,583015.0,1,0,,['bus'],,
350.0,一部,582160.0,0,1,N1,"['one part', 'one portion', 'one section']",,N1
351.0,しかし,580965.0,0,0,,"['however', 'but']",,
352.0,？,573047.0,0,0,,[],,
353.0,事,572532.0,1,1,N3,"['thing', 'matter']",,N3
354.0,多く,567564.0,0,0,,"['many', 'much', 'plenty', 'a lot']",,
355.0,にて,565390.0,0,0,,"['at', 'in']",,
356.0,開催,564384.0,0,1,N1,"['holding (a conference, exhibition, etc.)', 'opening', 'hosting (e.g. the Olympics)']",,N1
357.0,開発,562398.0,0,1,N1,"['development', 'exploitation (of resources)']",,N1
358.0,デフォルト,561779.0,0,0,,['default'],,
359.0,下さい,561153.0,0,0,,['please (give me)'],,
360.0,なお,559728.0,0,0,,"['still', 'yet']",,
361.0,百科,559163.0,0,0,,['many objects (for study)'],,
362.0,自由,554212.0,0,1,N4,"['freedom', 'liberty']",,N4
363.0,会社,553435.0,1,1,N5,"['company', 'corporation', 'firm']",,N5
364.0,御,553360.0,0,1,N3,['honorific/polite/humble prefix'],,N3
365.0,作業,552723.0,0,1,N3,"['work', 'operation', 'task']",,N3
366.0,読み,551824.0,0,1,N3,['reading'],,N3
367.0,下,551614.0,1,1,N5,"['below', 'down', 'under', 'younger (e.g. daughter)']",,N5
368.0,編,551350.0,0,1,N1,"['compilation (of a text)', 'editing']",,N1
369.0,南,551139.0,1,1,N5,['south'],,N5
370.0,事件,549811.0,1,1,N3,"['event', 'affair', 'incident', 'case', 'plot', 'trouble', 'scandal']",,N3
371.0,受け,549807.0,0,0,,"['popularity', 'favour', 'favor', 'reception']",,
372.0,に関して,549609.0,0,0,,"['regarding ...', 'concerning ...', 'about ...', 'on ...', 'with respect to ...', 'in regard to ...']",,
373.0,世紀,549476.0,1,1,N3,['century'],,N3
374.0,カテゴリ,549456.0,0,0,,['category'],,
375.0,過去,547095.0,1,1,N3,"['the past', 'bygone days']",,N3
376.0,代,546637.0,1,1,N1,"['world', 'society', 'public']",,N1
377.0,しまっ,544564.0,0,0,,"['darn it!', 'darn!', 'oops!', 'oh dear!', 'oh no!']",,
378.0,表記,543170.0,0,0,,"['expression in writing', 'written representation', 'notation', 'transcription', 'orthography']",,
379.0,中央,541911.0,0,1,N3,"['centre', 'center', 'middle', 'heart']",,N3
380.0,優勝,540879.0,0,1,N3,"['overall victory', 'championship', 'winning the title']",,N3
381.0,以降,539342.0,0,1,N2,"['on and after', 'from ... onward', 'since']",,N2
382.0,明治,538378.0,0,0,,['Meiji era (1868.9.8-1912.7.30)'],,
383.0,各,538247.0,1,1,N1,"['each', 'every', 'all']",,N1
384.0,ね,535958.0,1,1,N3,['root (of a plant)'],,N3
385.0,選挙,535727.0,1,1,N1,['election'],,N1
386.0,出版,535173.0,0,1,N3,['publication'],,N3
387.0,北,533970.0,1,1,N5,['north'],,N5
388.0,文章,533628.0,0,1,N5,"['writing', 'composition', 'essay', 'article', 'passage', 'prose', '(writing) style']",,N5
389.0,発表,532277.0,0,1,N3,"['announcement', 'publication', 'presenting', 'statement', 'communique', 'making known', 'breaking (news story)', ""expressing (one's opinion)"", 'releasing', 'unveiling']",,N3
390.0,中国,529661.0,0,0,,['China'],,
391.0,アメリカ合衆国,529651.0,0,0,,['United States of America'],,
392.0,年度,529369.0,0,1,N2,"['fiscal year (usu. April 1 to March 31 in Japan)', 'financial year']",,N2
393.0,…,529310.0,0,0,,[],,
394.0,→,525381.0,0,0,,['arrow (symbol)'],,
395.0,円,520049.0,1,1,N3,['yen (Japanese monetary unit)'],,N3
396.0,協会,518793.0,0,1,N1,"['association', 'society', 'organization', 'organisation']",,N1
397.0,市立,516581.0,0,0,,"['municipal', 'city']",,
398.0,旧,515842.0,0,1,N3,"['old', 'former', 'ex-']",,N3
399.0,英語,515081.0,1,1,N5,['English (language)'],,N5
400.0,機関,515035.0,0,1,N3,['engine'],,N3
401.0,収録,514809.0,0,0,,"['recording (in a book, the minutes, etc.)', 'printing', 'including']",,
402.0,スポーツ,513384.0,1,0,,"['sport', 'sports']",,
403.0,級,512110.0,0,1,N3,"['(school) grade', 'year', 'class']",,N3
404.0,す,511960.0,0,0,,"['nest', 'rookery', 'breeding place', 'hive']",,
405.0,約,511484.0,1,1,N3,"['approximately', 'about']",,N3
406.0,担当,511124.0,0,1,N3,"['being in charge (of an area of responsibility)', 'being responsible (for a work role, etc.)']",,N3
407.0,及び,508332.0,0,1,N1,"['and', 'as well as']",,N1
408.0,東,508320.0,1,1,N5,['east'],,N5
409.0,一般,506905.0,0,1,N3,"['general', 'universal']",,N3
410.0,ドイツ,506786.0,1,0,,['Germany'],,
411.0,著作,505941.0,0,0,,"['writing (a book)', 'book', '(literary) work', 'writings']",,
412.0,当時,505902.0,0,1,N3,"['at that time', 'in those days']",,N3
413.0,自分,505543.0,0,1,N5,"['myself', 'yourself', 'oneself', 'himself', 'herself']",,N5
414.0,文化,502755.0,0,1,N4,"['culture', 'civilization', 'civilisation']",,N4
415.0,指定,499556.0,0,1,N2,"['designation', 'specification', 'assignment', 'appointment', 'pointing at']",,N2
416.0,地方,498062.0,0,1,N3,"['district', 'region', 'area', 'locality']",,N3
417.0,物,497971.0,1,1,N5,"['thing', 'object', 'article', 'stuff', 'substance']",,N5
418.0,参照,497873.0,0,1,N1,"['reference (e.g. to a dictionary, passage, footnotes)', 'consultation', 'comparison']",,N1
419.0,自身,497081.0,0,1,N3,"[""(one's) self"", 'oneself', 'yourself', 'himself', 'herself']",,N3
420.0,年生,495789.0,0,1,N1,"['nth-year student', 'nth-year pupil']",,N1
421.0,管理,495043.0,0,1,N3,"['control', 'management (e.g. of a business)']",,N3
422.0,制作,494160.0,0,1,N2,"['work (film, book)']",,N2
423.0,学生,493705.0,1,1,N5,['student (esp. a university student)'],,N5
424.0,使っ,493016.0,0,0,,['to express ... in terms of ...'],,
425.0,企業,492404.0,0,1,N3,"['enterprise', 'business', 'company', 'corporation']",,N3
426.0,終了,492105.0,0,1,N2,"['end', 'close', 'termination']",,N2
427.0,都市,491345.0,0,1,N3,"['town', 'city', 'municipal', 'urban']",,N3
428.0,すれ,491261.0,0,0,,"['chafing', 'sore', 'scrape', 'scratch', 'mark', 'rub', 'rubbing together', 'blister']",,
429.0,名称,491143.0,0,1,N1,"['name', 'title']",,N1
430.0,秒,489403.0,1,1,N3,['second (unit of time)'],,N3
431.0,書き,488636.0,0,0,,"['registered mail', 'registered post', 'registration (of mail)']",,
432.0,社会,486777.0,0,1,N4,"['society', 'public', 'community', 'the world']",,N4
433.0,廃止,485909.0,0,1,N1,"['abolition', 'discontinuance', 'discontinuation', 'repeal', 'annulment']",,N1
434.0,提案,485664.0,0,1,N3,"['proposal', 'proposition', 'suggestion']",,N3
435.0,グループ,480843.0,0,0,,['group (usu. of people)'],,
436.0,漫画,480518.0,1,1,N4,"['cartoon', 'comic', 'comic strip', 'manga']",,N4
437.0,センター,480391.0,1,0,,"['centre', 'center']",,
438.0,女子,476368.0,0,1,N3,"['woman', 'girl']",,N3
439.0,決定,473140.0,0,1,N3,"['decision', 'determination']",,N3
440.0,女性,472380.0,1,1,N4,"['woman', 'female']",,N4
441.0,よ,469757.0,1,0,,"['world', 'society', 'public']",,
442.0,四,469625.0,1,1,N5,"['four', '4']",,N5
443.0,子,464650.0,1,1,N4,"['child', 'kid', 'teenager', 'youngster', 'young (non-adult) person']",,N4
444.0,京都,464508.0,1,0,,"['Kyoto (city, prefecture)']",,
445.0,理由,463499.0,1,1,N4,"['reason', 'grounds', 'pretext', 'excuse', 'motive']",,N4
446.0,中学校,462976.0,0,1,N4,"['junior high school', 'middle school', 'lower secondary school']",,N4
447.0,番号,462792.0,0,1,N5,"['number', 'series of digits']",,N5
448.0,×,461370.0,0,0,,"['x (mark)', 'cross']",,
449.0,ほか,458904.0,0,0,,"['another place', 'some other place', 'somewhere else', 'outside']",,
450.0,記載,457813.0,0,1,N1,"['mention (in a document)', 'record', 'entry', 'statement', 'listing']",,N1
451.0,彼,456718.0,1,1,N4,"['he', 'him']",,N4
452.0,年代,456385.0,0,1,N3,"['age', 'era', 'period', 'date']",,N3
453.0,設立,456138.0,0,1,N1,"['establishment', 'founding']",,N1
454.0,にとって,455273.0,0,0,,"['to', 'for', 'from the standpoint of', 'as far as ... is concerned']",,
455.0,概要,454583.0,0,0,,"['outline', 'summary', 'overview', 'synopsis', 'abstract', 'abridgment', 'abridgement']",,
456.0,番,454213.0,0,1,N3,['number (in a series)'],,N3
457.0,試合,453934.0,0,1,N4,"['match', 'game', 'bout', 'contest']",,N4
458.0,フランス,453694.0,1,0,,['France'],,
459.0,まず,451928.0,0,0,,"['first (of all)', 'firstly', 'to begin with', 'before anything else']",,
460.0,交通,451520.0,1,1,N4,"['traffic', 'transportation', 'communication', 'exchange (of ideas, etc.)', 'intercourse']",,N4
461.0,オリンピック,450516.0,1,0,,"['Olympics', 'Olympic Games']",,
462.0,禁止,449936.0,0,1,N3,"['prohibition', 'inhibition', 'ban']",,N3
463.0,頁,449620.0,0,0,,['page'],,
464.0,新規,448834.0,0,0,,"['new', 'fresh']",,
465.0,記念,448499.0,0,1,N3,"['commemoration', 'celebration', 'remembrance', 'memory', 'honoring the memory of']",,N3
466.0,無視,448026.0,1,1,N3,"['disregarding', 'ignoring']",,N3
467.0,声,447581.0,1,1,N5,['voice'],,N5
468.0,シングル,447121.0,0,0,,['single'],,
469.0,他人,445797.0,0,1,N3,"['another person', 'other people', 'others']",,N3
470.0,部分,445356.0,0,1,N3,"['portion', 'section', 'part']",,N3
471.0,意見,444924.0,0,1,N4,"['opinion', 'view', 'comment']",,N4
472.0,スペース,444633.0,0,0,,"['space', 'room']",,
473.0,すぐ,444603.0,0,0,,"['immediately', 'at once', 'right away', 'directly']",,
474.0,でも,443612.0,0,1,N3,"['but', 'however', 'though', 'nevertheless', 'still', 'yet', 'even so', 'also', 'as well']",,N3
475.0,色,443419.0,1,1,N5,"['colour', 'color', 'hue', 'tint', 'tinge', 'shade']",,N5
476.0,イギリス,443144.0,1,0,,"['United Kingdom', 'Britain', 'Great Britain']",,
477.0,丁目,441603.0,0,1,N1,"['district of a town', 'city block (of irregular size)']",,N1
478.0,政治,441330.0,1,1,N4,"['politics', 'government']",,N4
479.0,プロ,439946.0,0,0,,"['professional', 'pro']",,
480.0,文献,439897.0,0,1,N2,"['literature', 'books (reference)', 'document']",,N2
481.0,その他,439726.0,0,0,,"['the rest', 'the others']",,
482.0,設置,439110.0,0,1,N1,"['establishment', 'institution']",,N1
483.0,艦,438890.0,0,0,,['warship'],,
484.0,施設,438625.0,0,1,N1,"['facility', 'facilities', 'institution', 'establishment']",,N1
485.0,詳しく,437996.0,0,0,,"['in detail', 'fully', 'minutely', 'at length']",,
486.0,没,437781.0,0,0,,['death'],,
487.0,公開,437137.0,0,1,N1,"['opening to the public', 'making available to the public', 'exhibiting', 'unveiling', 'release (of a film, information, etc.)', 'disclosure', 'publication']",,N1
488.0,なさ,436860.0,0,0,,"['National Aeronautics and Space Administration', 'NASA']",,
489.0,力,436859.0,1,1,N4,"['force', 'strength', 'might', 'vigour', 'vigor', 'energy']",,N4
490.0,ラジオ,435090.0,1,0,,['radio'],,
491.0,意味,432759.0,1,1,N5,"['meaning', 'significance', 'sense']",,N5
492.0,島,432104.0,1,1,N4,['island'],,N4
493.0,通り,432029.0,1,1,N3,"['street', 'road', 'avenue', 'thoroughfare']",,N3
494.0,もし,431653.0,0,0,,"['if', 'in case', 'supposing']",,
495.0,画面,430834.0,1,0,,"['screen (of a TV, computer, etc.)']",,
496.0,製作,430132.0,0,1,N2,"['manufacture', 'production']",,N2
497.0,店,429800.0,1,1,N5,"['store', 'shop', 'establishment', 'restaurant']",,N5
498.0,テンプレート,429436.0,0,0,,['template'],,
499.0,どう,429001.0,1,1,N3,['copper (Cu)'],,N3
500.0,に対して,428573.0,0,0,,"['towards', 'against', 'regarding', 'in contrast with']",,
501.0,節,423815.0,0,1,N3,"['joint', 'knuckle']",,N3
502.0,修正,423379.0,0,1,N3,"['amendment', 'correction', 'revision', 'modification', 'alteration', 'retouching', 'update', 'fix']",,N3
503.0,名古屋,423345.0,0,0,,['Nagoya (city)'],,
504.0,全国,422053.0,0,1,N3,['the whole country'],,N3
505.0,ながら,420796.0,0,0,,"['while', 'during', 'as']",,
506.0,府,420338.0,0,0,,['(urban) prefecture (i.e. Osaka and Kyoto)'],,
507.0,連続,419100.0,0,1,N3,"['continuation', 'succession', 'series']",,N3
508.0,呼ば,418889.0,0,0,,"['calling (someone a thief, coward, etc.)', 'branding (as)', 'denouncing']",,
509.0,西,418262.0,1,1,N5,['west'],,N5
510.0,議員,418043.0,1,1,N3,"['member of an assembly', 'member of the Diet', 'member of parliament', 'member of Congress']",,N3
511.0,シーズン,417758.0,0,0,,['season (period in which regulated games are played)'],,
512.0,総,415766.0,0,1,N1,"['whole', 'total', 'gross', 'entire', 'overall', 'general (election, manager, etc.)']",,N1
513.0,そう,415600.0,0,1,N3,"['monk', 'priest']",,N3
514.0,回答,415137.0,0,1,N2,"['reply', 'answer']",,N2
515.0,はじめまして,414811.0,0,0,,"['nice to meet you', ""I'm glad to make your acquaintance"", 'how do you do?']",,
516.0,対象,413274.0,0,1,N3,"['target', 'object (of worship, study, etc.)', 'subject (of taxation, etc.)', 'coverage']",,N3
517.0,路線,412257.0,0,0,,"['route (bus, train, air, etc.)', 'line']",,
518.0,位置,412078.0,0,1,N3,"['place', 'position', 'location']",,N3
519.0,なけれ,411679.0,0,0,,"[""if (it) doesn't exist"", 'if there is no ...', ""if (one) doesn't have ...""]",,
520.0,郵便,410048.0,1,1,N3,"['mail service', 'postal service', 'mail', 'post']",,N3
521.0,体,408811.0,1,1,N5,['body'],,N5
522.0,道路,408413.0,0,1,N3,"['road', 'highway']",,N3
523.0,いい,407974.0,1,0,,"['good', 'excellent', 'fine', 'nice', 'pleasant', 'agreeable']",,
524.0,人口,407746.0,1,1,N4,['population'],,N4
525.0,押す,407360.0,0,1,N5,"['to push', 'to thrust', 'to shove']",,N5
526.0,隣,406786.0,1,1,N5,"['next (to)', 'adjoining', 'adjacent']",,N5
527.0,同様,406268.0,0,1,N3,"['same', 'similar', '(just) like', 'equal']",,N3
528.0,個人,406207.0,0,1,N3,"['individual', 'private person', 'personal', 'private']",,N3
529.0,行為,405452.0,0,1,N1,"['act', 'deed', 'conduct']",,N1
530.0,面,403898.0,1,1,N3,['face'],,N3
531.0,追加,403379.0,0,1,N2,"['addition', 'supplement', 'appending', 'appendix']",,N2
532.0,館,403124.0,1,1,N1,"['(large) building', 'public building', 'hall']",,N1
533.0,そのもの,402046.0,0,0,,"['the very thing', 'itself']",,
534.0,構い,401637.0,0,0,,"['no problem', ""it doesn't matter""]",,
535.0,読ん,401514.0,0,0,,"['literally', 'self-explanatorily']",,
536.0,馬,401044.0,1,1,N3,['horse'],,N3
537.0,期間,400966.0,0,1,N3,"['period', 'term', 'interval']",,N3
538.0,”,400545.0,0,0,,[],,
539.0,しよ,399967.0,0,0,,['ci (form of Chinese poetry)'],,
540.0,せる,399965.0,0,0,,['cell'],,
541.0,科学,398737.0,1,1,N4,['science'],,N4
542.0,ましょ,398285.0,0,0,,['location where a magical being resides'],,
543.0,城,397377.0,1,1,N3,['castle'],,N3
544.0,ガイド,396957.0,0,0,,"['guide', 'tour guide', 'conductor', 'guiding', 'leading']",,
545.0,転送,396691.0,0,0,,"['transfer (of a call, patient, etc.)', 'forwarding (a letter, email, etc.)', 'redirection']",,
546.0,手,395963.0,1,1,N5,"['hand', 'arm']",,N5
547.0,生,395817.0,1,1,N3,"['raw', 'uncooked', 'fresh']",,N3
548.0,ま,393697.0,1,0,,"['time', 'pause']",,
549.0,技術,392840.0,0,1,N4,"['technology', 'engineering']",,N4
550.0,あ,392828.0,1,0,,"['sub-', 'second-rate', 'inferior']",,
551.0,持つ,392177.0,0,1,N5,"[""to hold (in one's hand)"", 'to take', 'to carry']",,N5
552.0,神,390966.0,1,1,N3,"['god', 'deity', 'divinity', 'spirit', 'kami']",,N3
553.0,作詞,390920.0,0,0,,['(writing) song lyrics'],,
554.0,変換,390654.0,0,0,,"['change', 'conversion', 'transformation']",,
555.0,行う,390592.0,0,1,N4,"['to perform', 'to do', 'to conduct oneself', 'to carry out']",,N4
556.0,経済,390453.0,1,1,N4,"['economy', 'economics']",,N4
557.0,北海道,390192.0,0,0,,"['Hokkaido (island, prefectural-level administrative unit)']",,
558.0,あれ,388003.0,1,0,,"['that', 'that thing']",,
559.0,間違い,386809.0,0,1,N3,"['mistake', 'error', 'blunder']",,N3
560.0,団,386523.0,0,0,,"['group', 'body', 'party', 'company', 'troupe', 'gang', 'corps', 'ring']",,
561.0,側,386221.0,1,1,N3,"[""side (of something, or taking someone's side)"", 'part']",,N3
562.0,楽しみ,386123.0,0,1,N4,"['enjoyment', 'pleasure', 'amusement', 'delight', 'joy', 'fun', 'diversion', 'hobby']",,N4
563.0,表示,385728.0,0,0,,"['indication', 'expression', 'showing', 'manifestation', 'demonstration']",,
564.0,必ず,382760.0,0,1,N4,"['always', 'without exception', 'necessarily', 'certainly', 'without fail', 'positively', 'invariably']",,N4
565.0,種,382604.0,1,1,N3,"['seed (e.g. of a plant)', 'pip', 'kernel', 'stone (e.g. of a peach)']",,N3
566.0,閲覧,380633.0,0,1,N1,"['inspection', 'reading', 'perusal']",,N1
567.0,楽曲,379629.0,0,0,,"['musical composition', 'tune']",,
568.0,ニュース,379569.0,1,0,,['news'],,
569.0,以外,378976.0,0,1,N4,"['excluding', 'except (for)', 'apart from', 'other than', 'besides', 'in addition to']",,N4
570.0,川,378944.0,1,1,N3,"['river', 'stream']",,N3
571.0,再,378682.0,0,1,N1,"['re-', 'again']",,N1
572.0,ところ,378509.0,1,0,,"['place', 'spot', 'scene', 'site']",,
573.0,隊,373124.0,0,0,,"['party', 'group', 'crew', 'team', 'body']",,
574.0,星,372251.0,1,1,N4,"['star (usu. excluding the Sun)', 'planet (usu. excluding Earth)', 'heavenly body']",,N4
575.0,上部,372222.0,0,0,,"['top part', 'surface']",,
576.0,メッセージ,372006.0,0,0,,['message'],,
577.0,とても,371262.0,1,0,,"['very', 'awfully', 'exceedingly']",,
578.0,現,370865.0,0,0,,"['present (e.g. government, administration)', 'current', 'existing']",,
579.0,調査,370745.0,0,1,N3,"['investigation', 'examination', 'inquiry', 'enquiry', 'survey']",,N3
580.0,計画,370652.0,0,1,N4,"['plan', 'project', 'schedule', 'scheme', 'program', 'programme']",,N4
581.0,実り,370579.0,0,0,,['ripening (of a crop)'],,
582.0,勝,370562.0,1,0,,"['win', 'victory']",,
583.0,メンバー,369831.0,0,0,,"['member', 'participant', 'attendee', 'lineup (sport)']",,
584.0,多き,369748.0,0,0,,"['multilateral', 'many-sided', 'diversified']",,
585.0,最終,369409.0,0,1,N3,"['last', 'final', 'closing']",,N3
586.0,新聞,368023.0,1,1,N5,['newspaper'],,N5
587.0,同年,366484.0,0,0,,"['that year', 'same year', 'same age']",,
588.0,わから,366273.0,0,0,,"['obstinate person', 'blockhead']",,
589.0,写真,365952.0,0,1,N5,"['photograph', 'photo', 'picture', 'photography']",,N5
590.0,多い,365673.0,1,1,N5,"['many', 'numerous', 'a lot']",,N5
591.0,表,363878.0,0,1,N4,['surface'],,N4
592.0,ファースト,363677.0,1,0,,['first'],,
593.0,中心,363380.0,1,1,N3,"['center', 'centre', 'middle', 'heart', 'core', 'focus', 'pivot', 'emphasis', 'balance']",,N3
594.0,改名,362046.0,0,0,,['name change'],,
595.0,海,361841.0,1,1,N5,"['sea', 'ocean', 'waters']",,N5
596.0,小説,361670.0,1,1,N4,"['novel', 'story', '(work of) fiction']",,N4
597.0,ござい,360907.0,1,0,,"['five punishments (of the ritsuryō system: light caning, severe caning, imprisonment, exile, death)']",,
598.0,女,359943.0,1,1,N5,"['woman', 'female']",,N5
599.0,大切,359781.0,0,1,N5,"['important', 'significant', 'serious', 'crucial']",,N5
600.0,荒らし,359749.0,0,0,,"['(Internet) troll', 'disturber']",,
