Rank,Word,Occurrences,Duolingo_Words,JLPT_Words,JLPT_Level
960,環境,223287,1,1,N3
961,非,222877,0,1,N1
962,全体,222229,0,1,N3
963,高速,221888,0,1,N3
964,ネット,221684,0,0,
965,段,221461,0,1,N3
966,国家,221461,0,1,N3
967,江戸,221201,0,0,
968,分割,220980,0,0,
969,競走,220812,0,0,
970,まま,220363,0,1,N3
971,地名,220052,0,1,N2
972,盤,219834,0,0,
973,大正,219735,0,0,
974,国籍,219613,0,1,N2
975,採用,219458,0,1,N1
976,静岡,219237,0,0,
977,長野,218979,0,0,
978,図,218581,1,1,N3
979,気,218247,1,1,N4
980,通信,218066,0,1,N3
981,いただき,217889,0,0,
982,行動,217849,0,1,N3
983,勝利,217650,0,1,N1
984,わけ,217634,0,0,
985,発見,217131,1,1,N3
986,初代,217028,0,0,
987,スペイン,216932,1,0,
988,社長,216222,0,1,N4
989,種類,216177,0,1,N3
990,能力,216096,0,1,N3
991,妻,215992,1,1,N4
992,ほう,215572,0,0,
993,母,215394,1,0,
994,学園,215370,0,0,
995,通,215300,1,1,N1
996,英,215071,0,0,
997,支援,214721,0,0,
998,登録,214272,0,1,N1
999,編成,213903,0,0,
1000,共同,213607,0,1,N3
1001,港,213573,1,1,N4
1002,経営,213508,0,1,N3
1003,ものの,213418,0,1,N2
1004,夜,213111,1,1,N5
1005,身長,213076,1,1,N3
1006,対処,213004,0,1,N1
1007,統一,212662,0,1,N2
1008,指導,212661,0,1,N3
1009,学会,212508,0,1,N2
1010,主演,211856,0,1,N1
1011,認め,211524,0,0,
1012,コード,211519,0,0,
1013,設計,211130,0,1,N3
1014,定義,210687,1,1,N1
1015,共和,210659,0,1,N1
1016,連邦,210620,0,1,N1
1017,岡山,210364,0,0,
1018,やめ,210288,0,0,
1019,神戸,209715,0,0,
1020,る,209423,1,0,
1021,基,209345,0,1,N3
1022,中村,209205,0,0,
1023,陸軍,209135,0,0,
1024,〈,208827,0,0,
1025,太,208779,0,0,
1026,といった,208627,0,0,
1027,指揮,208445,0,1,N1
1028,検証,208376,0,0,
1029,入り,207718,0,0,
1030,回戦,207334,0,0,
1031,国民,206906,0,1,N3
1032,言う,206607,0,1,N5
1033,運転,206362,1,1,N4
1034,更新,206340,0,0,
1035,党,206279,0,1,N3
1036,別名,206013,0,0,
1037,春,205819,1,1,N5
1038,エンジン,205562,1,0,
1039,部隊,204516,0,0,
1040,加筆,204380,0,0,
1041,初めて,204262,0,1,N5
1042,屋,204017,1,0,
1043,原,203890,1,1,N3
1044,思っ,203804,0,0,
1045,デジタル,203730,0,0,
1046,大臣,203567,0,1,N3
1047,兵庫,203159,0,0,
1048,山田,203080,0,0,
1049,使う,203073,0,1,N5
1050,衆議院,203058,0,1,N1
1051,観光,202746,0,1,N3
1052,聖,202345,0,0,
1053,解除,202296,0,1,N1
1054,平,202109,0,0,
1055,最も,201727,0,1,N3
1056,大統領,201428,1,1,N3
1057,−,201162,0,0,
1058,作家,200889,1,1,N3
1059,賛成,200831,0,1,N3
1060,自治体,200829,0,0,
1061,芸術,200748,1,1,N3
1062,加え,200745,0,0,
1063,，,200591,0,0,
1064,完成,200491,0,1,N3
1065,正式,200208,0,1,N3
1066,天,200182,0,1,N1
1067,時期,199932,0,1,N3
1068,系列,199771,0,0,
1069,族,199730,0,0,
1070,男性,199538,1,1,N4
1071,上記,199236,0,0,
1072,形式,199205,0,1,N2
1073,丸,199177,1,1,N3
1074,いっ,199163,0,0,
1075,〉,199153,0,0,
1076,類,199100,0,1,N1
1077,高橋,198856,0,0,
1078,要,198679,0,0,
1079,郎,198625,0,0,
1080,非常,198512,0,1,N3
1081,誕生,198481,1,1,N3
1082,本人,198446,0,1,N3
1083,岐阜,198292,0,0,
1084,声優,198234,0,0,
1085,あるいは,198046,0,0,
1086,週間,197877,1,1,N3
1087,プロデューサー,197599,0,0,
1088,九,197525,1,1,N5
1089,葉,196583,1,1,N4
1090,しれ,196492,0,0,
1091,特徴,195671,0,1,N3
1092,少女,195660,1,1,N3
1093,付け,195651,0,0,
1094,産業,194276,0,1,N4
1095,方面,194259,0,1,N2
1096,信頼,194182,0,1,N3
1097,階,194080,1,1,N1
1098,図書館,193698,0,1,N5
1099,観点,193452,0,1,N1
1100,誰,193412,1,1,N5
1101,頭,193268,1,1,N5
1102,スペシャル,193250,0,0,
1103,与え,192871,0,0,
1104,ほとんど,192470,0,0,
1105,左,192329,1,1,N5
1106,導入,192202,0,1,N1
1107,死亡,191958,0,1,N3
1108,アイドル,191840,0,0,
1109,当,191833,0,0,
1110,｜,191566,0,0,
1111,部門,191449,0,1,N1
1112,林,191163,1,1,N4
1113,歌手,190862,1,1,N3
1114,沖縄,190626,0,0,
1115,子供,190422,1,1,N5
1116,会長,190374,0,0,
1117,姿,190282,1,1,N3
1118,述べ,189965,0,0,
1119,王国,189763,0,0,
1120,ひ,189685,0,0,
1121,結婚,189660,1,1,N5
1122,疑問,189178,0,1,N3
1123,決勝,189137,0,1,N1
1124,専用,188836,0,1,N1
1125,演出,188543,0,1,N1
1126,事故,188516,1,1,N4
1127,門,188483,1,1,N5
1128,ロック,188249,1,0,
1129,言わ,188153,0,0,
1130,医療,188095,0,1,N3
1131,オリコン,188065,0,0,
1132,熊本,187744,0,0,
1133,リスト,187606,0,0,
1134,異なる,187277,0,1,N3
1135,座,187174,1,0,
1136,感じ,187025,0,1,N3
1137,経歴,186970,0,1,N1
1138,内閣,186761,0,1,N1
1139,カード,186570,1,0,
1140,搭載,186558,0,0,
1141,中立,186428,0,1,N1
1142,周辺,186393,0,1,N2
1143,作戦,186335,0,1,N1
1144,連盟,186262,0,1,N1
1145,教会,186239,0,1,N4
1146,再び,185729,1,1,N3
1147,ファン,185659,0,0,
1148,自然,185558,1,1,N3
1149,選出,185210,0,0,
1150,オリジナル,185165,0,0,
1151,大きな,185160,0,1,N5
1152,市町村,185140,0,0,
1153,マーク,185029,0,0,
1154,ニューヨーク,184977,1,0,
1155,今回,184709,1,1,N3
1156,ケース,184181,0,0,
1157,堂,183932,0,0,
1158,日本テレビ,183837,0,0,
1159,テレビ朝日,183748,0,0,
1160,ルール,183510,1,0,
1161,制度,183425,1,1,N3
1162,本名,183393,0,1,N1
1163,世帯,182753,0,1,N1
1164,里,182218,0,0,
1165,地理,182217,0,1,N4
1166,始め,182163,0,1,N1
1167,ホーム,182147,1,0,
1168,不,181973,1,1,N3
1169,製,181832,1,1,N1
1170,鹿児島,181604,0,0,
1171,連絡,181604,0,1,N4
1172,見る,181257,0,1,N3
1173,言っ,181160,0,0,
1174,出し,181099,0,0,
1175,龍,181085,0,0,
1176,程度,180970,0,1,N3
1177,明,180941,0,0,
1178,いずれ,180906,0,0,
1179,基準,180901,0,1,N2
1180,理事,180878,0,0,
1181,ポジション,180511,0,0,
1182,ガン,180457,0,0,
1183,そこ,180409,1,1,N3
1184,合意,180259,0,1,N1
1185,運用,180195,0,1,N1
1186,ユーザー,180085,0,0,
1187,多数,179956,0,0,
1188,札幌,179951,1,0,
1189,君,179894,1,1,N4
1190,周年,179824,0,0,
1191,区間,179659,0,1,N1
1192,地球,179273,0,1,N3
1193,レース,179165,0,0,
1194,口,179091,1,1,N5
1195,く,178905,1,0,
1196,ベスト,178784,0,0,
1197,入力,178563,0,0,
1198,普通,178553,0,1,N4
1199,候補,178449,0,1,N3
1200,よい,178300,0,0,
1201,計,178249,1,1,N3
1202,ビル,178155,0,0,
1203,秋田,177968,0,0,
1204,長崎,177649,0,0,
1205,組合,177487,0,1,N3
1206,死去,177320,0,0,
1207,事項,176990,0,1,N1
1208,オープン,176925,0,0,
1209,愛称,176803,0,0,
1210,アナウンサー,176763,0,0,
1211,含ま,176709,0,0,
1212,台湾,176482,0,0,
1213,生物,176248,0,1,N3
1214,方式,175798,0,1,N1
1215,個,175734,1,1,N1
1216,路,175598,0,0,
1217,各国,175401,0,0,
1218,辞典,175360,0,1,N4
1219,労働,175283,1,1,N3
1220,動物,175151,1,1,N5
1221,地図,175031,1,1,N5
1222,大戦,175029,0,1,N3
1223,１,174994,0,0,
1224,吉田,174627,0,0,
1225,系統,174540,0,1,N2
1226,かつ,174480,0,0,
1227,移籍,173997,0,0,
1228,弾,173808,0,1,N3
1229,為,173640,0,1,N4
1230,小林,173529,0,0,
1231,分野,173245,0,1,N3
1232,のち,173155,0,0,
1233,成立,173139,0,1,N2
1234,再度,173139,0,0,
1235,美術,173125,1,1,N1
1236,好き,172965,0,1,N5
1237,恋,172925,1,1,N3
1238,山本,172874,0,0,
1239,テスト,172661,1,0,
1240,課,172613,1,1,N3
1241,市民,172482,0,1,N4
1242,本部,172194,0,1,N2
1243,博士,172110,0,1,N3
1244,品,172043,1,1,N3
1245,ローマ,171998,0,0,
1246,整備,171936,0,1,N2
1247,杯,171892,1,1,N1
1248,来,171648,1,1,N3
1249,記,171357,0,0,
1250,血液,171231,0,1,N2
1251,石川,171171,0,0,
1252,博物館,170283,0,1,N3
1253,存続,169971,0,1,N1
1254,属,169761,0,0,
1255,メイン,169686,0,0,
1256,コミュニティ,169664,0,0,
1257,九州,169650,0,0,
1258,引退,169615,0,1,N3
1259,ソフト,169559,0,0,
1260,もと,169521,0,0,
1261,説,169434,0,1,N3
1262,中継,169342,0,1,N1
1263,ゲスト,169265,0,0,
1264,古い,169227,1,1,N5
1265,レコード,169136,0,0,
1266,展開,168964,0,1,N2
1267,ただ,168858,0,0,
1268,全日本,168789,0,0,
1269,ステージ,168720,1,0,
1270,仙台,168505,0,0,
1271,期限,168383,0,1,N2
1272,赤,168231,1,1,N5
1273,工業,168083,0,1,N4
1274,ふ,167982,1,0,
1275,美,167900,1,1,N1
1276,工場,167859,1,1,N4
1277,初期,167506,0,0,
1278,朝鮮,167223,0,0,
1279,挙げ,167091,0,0,
1280,明らか,166823,0,1,N3
1281,背番号,166400,0,0,
1282,伊藤,166271,0,0,
1283,カップ,166095,1,0,
1284,範囲,165920,0,1,N3
1285,議会,165696,1,1,N3
1286,伴い,165309,0,0,
1287,装置,165157,0,1,N3
1288,講談社,165041,0,0,
1289,よる,164989,1,0,
1290,準,164822,0,0,
1291,松本,164385,0,0,
1292,ごと,164373,0,0,
1293,求め,164121,0,0,
1294,ぶり,163912,0,0,
1295,清,163843,0,0,
1296,スタッフ,163764,0,0,
1297,活躍,163682,0,1,N2
1298,かけ,163675,0,0,
1299,成功,163569,1,1,N3
1300,ミュージック,163497,0,0,
1301,入っ,163323,0,0,
1302,太郎,163090,0,0,
1303,形成,162905,0,1,N1
1304,改善,162865,0,1,N3
1305,自動,162820,0,1,N3
1306,即時,162560,0,0,
1307,白,162369,1,1,N5
1308,ロード,162214,0,0,
1309,主人公,162177,0,1,N1
1310,様々,162161,0,1,N3
1311,スター,162120,0,0,
1312,チャンネル,162086,0,0,
1313,界,161715,0,0,
1314,アカデミー,161700,0,0,
1315,ホール,161684,0,0,
1316,自ら,161484,0,0,
1317,安全,161377,1,1,N4
1318,富山,161029,0,0,
1319,スタジオ,161014,0,0,
1320,試験,160936,0,1,N4
1321,コーナー,160851,0,0,
1322,おら,160735,0,0,
1323,限り,160696,0,0,
1324,自動的,160673,0,0,
1325,もしくは,160464,0,0,
1326,人気,160345,0,1,N3
1327,に対し,160160,0,0,
1328,由来,159898,0,0,
1329,報道,159479,1,1,N1
1330,外国,159373,1,1,N5
1331,日付,159315,1,1,N3
1332,実,159226,1,1,N3
1333,法律,158877,0,1,N4
1334,改正,158801,0,1,N2
1335,器,158592,1,1,N1
1336,じゃ,158572,0,0,
1337,著名,158547,0,1,N1
1338,亜,158537,0,0,
1339,同時に,158484,0,0,
1340,にかけて,158458,0,0,
1341,検索,158367,0,0,
1342,関東,158287,0,1,N2
1343,くる,158261,0,0,
1344,順位,157914,0,0,
1345,空,157861,1,1,N5
1346,値,157661,0,1,N3
1347,自体,157590,0,0,
1348,該当,157441,0,1,N1
1349,敗,157352,1,0,
1350,宣伝,157185,0,1,N2
1351,取得,156967,0,0,
1352,宗,156890,0,0,
1353,敵,156474,1,1,N3
1354,ジャンル,155804,1,0,
1355,ほぼ,155789,0,0,
1356,伝説,155691,1,1,N1
1357,学科,155085,0,1,N2
1358,加藤,155061,0,0,
1359,渡辺,155015,0,0,
1360,―,154944,0,0,
1361,ジョン,154782,0,0,
1362,技,154780,0,1,N1
1363,含め,154615,0,0,
1364,コンピュータ,154601,0,0,
1365,てる,154540,0,0,
1366,銀行,154346,1,1,N5
1367,ソング,154216,0,0,
1368,メディア,154165,1,0,
1369,流,154134,0,1,N1
1370,思う,154025,0,1,N4
1371,武,153995,1,0,
1372,兵,153892,0,0,
1373,座標,153703,0,1,N1
1374,青,153616,1,1,N5
1375,効果,153238,0,1,N3
1376,国鉄,153155,0,0,
1377,帯,152886,1,1,N3
1378,つけ,152485,0,0,
1379,緯度,152435,0,1,N2
1380,予選,152430,0,0,
1381,都道府県,152415,0,0,
1382,演奏,152369,0,1,N3
1383,黒,152357,1,1,N5
1384,回数,152215,0,1,N2
1385,ボタン,152086,1,0,
1386,電子,151938,1,1,N3
1387,批判,151795,0,1,N3
1388,ワールド,151702,0,0,
1389,工事,151656,1,1,N2
1390,題材,151650,0,0,
1391,距離,151633,0,1,N1
1392,機構,151604,0,1,N1
1393,ゆ,151418,0,0,
1394,温泉,151287,1,1,N2
1395,大学院,151221,0,1,N2
1396,２,150767,0,0,
1397,沿革,150653,0,0,
1398,エピソード,150532,0,0,
1399,姫,150524,1,0,
1400,伝,150223,0,0,
1401,取締役,150215,0,0,
1402,植物,150180,0,1,N3
1403,元年,150069,0,1,N1
1404,奈良,149985,0,0,
1405,ベース,149983,0,0,
1406,茨城,149868,0,0,
1407,＆,149772,0,0,
1408,結成,149723,0,1,N1
1409,体重,149621,1,0,
1410,経度,149564,0,1,N2
1411,改称,149424,0,0,
1412,死,149332,1,1,N1
1413,書籍,149282,0,1,N2
1414,民族,149245,0,1,N1
1415,アーカイブ,149243,0,0,
1416,文化財,148753,0,1,N1
1417,号線,148710,0,0,
1418,刑事,148562,0,1,N3
1419,業務,148509,0,1,N1
1420,仕事,148485,0,1,N5
1421,市場,148445,0,1,N3
1422,条件,148360,0,1,N3
1423,処理,148291,0,1,N3
1424,プレビュー,148268,0,0,
1425,発展,148212,0,1,N3
1426,砲,147999,0,0,
1427,順,147692,0,1,N3
1428,劇,147378,1,1,N3
1429,大きく,146920,0,0,
1430,電話,146911,0,1,N5
1431,経験,146829,1,1,N4
1432,業,146705,0,1,N1
1433,しまい,146549,0,1,N3
1434,検討,146271,0,1,N3
1435,変化,146170,0,1,N3
1436,連載,146108,0,0,
1437,天皇,145949,1,1,N2
1438,料理,145865,1,1,N5
1439,飛行,145439,1,1,N3
1440,日本人,145407,0,0,
1441,地震,145211,0,1,N4
1442,案,145161,1,1,N3
1443,通算,145130,0,0,
1444,良,145011,1,0,
1445,ラグビー,144963,0,0,
1446,末,144909,1,1,N3
1447,著,144637,0,1,N1
1448,ロンドン,144566,0,0,
1449,和,144481,0,1,N1
1450,職業,144455,0,1,N3
1451,用語,144450,0,1,N2
1452,立,144334,0,0,
1453,除い,144078,0,0,
1454,歴,144075,0,0,
1455,欄,143906,0,1,N2
1456,名義,143549,0,0,
1457,インド,143331,0,0,
1458,クラス,143305,0,0,
1459,李,143249,0,0,
1460,性格,143238,0,1,N3
1461,規模,143234,0,1,N1
1462,全く,143218,0,1,N3
1463,ツアー,143159,1,0,
1464,スケート,143149,1,0,
1465,例えば,143147,1,1,N4
1466,教員,143008,0,1,N1
1467,致し,142768,0,0,
1468,め,142694,1,0,
1469,徳島,142686,0,0,
1470,店舗,142637,0,0,
1471,坂,142433,0,1,N4
1472,商業,142419,0,1,N2
1473,記入,142368,0,1,N3
1474,新設,142368,0,0,
1475,政策,142146,0,1,N1
1476,大分,141846,0,1,N4
1477,介,141773,0,0,
1478,画,141141,0,1,N1
1479,宗教,141118,0,1,N3
1480,現状,140448,0,1,N3
1481,根拠,140222,0,1,N1
1482,秋,140148,1,1,N5
1483,示し,140014,0,0,
1484,ライセンス,139982,0,0,
1485,平均,139860,0,1,N3
1486,メーカー,139854,1,0,
1487,宮,139620,0,0,
1488,桜,139523,1,1,N3
1489,度度,139424,0,0,
1490,空間,139323,0,1,N1
1491,井上,139308,0,0,
1492,パリ,139219,0,0,
1493,旅,139213,1,1,N3
1494,清水,139118,0,0,
1495,半,139104,1,1,N5
1496,人員,138975,0,0,
1497,障害,138780,0,1,N3
1498,示す,138578,0,1,N3
1499,使い,138573,1,0,
1500,方向,138422,0,1,N3
1501,一度,138384,0,1,N4
1502,コース,138335,0,0,
1503,名誉,138300,0,1,N1
1504,そのまま,138152,0,0,
1505,宮城,137895,0,0,
1506,装備,137631,0,1,N1
1507,適切,137553,0,1,N3
1508,週刊,137421,0,0,
1509,令和,137288,1,0,
1510,輸送,137173,0,1,N2
1511,タイ,137030,1,0,
1512,魔,136955,0,0,
1513,移行,136870,0,1,N1
1514,ワールドカップ,136595,0,0,
1515,逆,136374,0,1,N3
1516,とか,136257,0,0,
1517,強い,136160,0,1,N5
1518,ろ,136076,0,0,
1519,乗車,135991,0,1,N2
1520,初版,135931,0,1,N1
1521,支持,135836,0,1,N1
1522,書き換え,135587,0,0,
1523,航空機,135460,0,0,
1524,もう,135423,0,0,
1525,息子,135311,1,1,N4
1526,製品,135262,1,1,N3
1527,従来,135224,0,1,N1
1528,入れ,135056,0,0,
1529,カナダ,135040,1,0,
1530,出来,135026,0,0,
1531,領,135010,0,0,
1532,’,134972,0,0,
1533,メートル,134953,1,0,
1534,ログ,134931,0,0,
1535,文書,134855,0,1,N1
1536,以来,134772,0,1,N3
1537,ツール,134600,0,0,
1538,宮崎,133825,0,0,
1539,王座,133760,0,0,
1540,おき,133752,0,0,
1541,ビデオ,133671,0,0,
1542,バレーボール,133489,1,0,
1543,状,133477,0,1,N1
1544,タイプ,133432,0,0,
1545,症,133244,0,1,N1
1546,主題歌,132914,0,0,
1547,違い,132615,1,1,N3
1548,まだ,132270,1,0,
1549,延長,132156,1,1,N2
1550,一環,132136,0,0,
1551,区分,132065,0,1,N2
1552,仁,131982,0,0,
1553,足,131967,1,1,N5
1554,軌道,131835,0,1,N1
1555,単位,131797,1,1,N3
1556,防衛,131700,0,1,N1
1557,トップ,131681,0,0,
1558,開設,131658,0,0,
1559,魔法,131535,1,0,
1560,得る,131402,0,1,N3
1561,命,131397,1,1,N3
1562,福井,131373,0,0,
1563,殺人,131286,0,1,N1
1564,夫,131205,1,1,N4
1565,司令,131156,0,0,
1566,青森,131120,0,0,
1567,投手,131011,0,0,
1568,僕,130771,1,1,N4
1569,タグ,130745,0,0,
1570,実行,130647,0,1,N3
1571,直接,130436,0,1,N3
1572,レギュラー,130358,0,0,
1573,商品,130340,0,1,N3
1574,継承,130264,0,0,
1575,紀元前,130254,0,0,
1576,歴代,130014,0,0,
1577,お笑い,129992,0,0,
1578,申し訳,129578,0,1,N3
1579,新宿,129492,0,0,
1580,安,129434,1,0,
1581,園,129295,1,1,N1
1582,近代,129076,0,1,N3
1583,フリー,129009,0,0,
1584,途中,128933,0,1,N4
1585,どこ,128820,1,0,
1586,東日本,128675,0,0,
1587,選,128670,0,0,
1588,インターネット,128663,0,0,
1589,拡大,128487,0,1,N3
1590,チャート,128234,0,0,
1591,東京大学,128073,0,0,
1592,精神,128052,0,1,N3
1593,移転,127930,0,1,N2
1594,戦士,127844,0,0,
1595,谷,127804,1,1,N3
1596,あまり,127750,0,0,
1597,対戦,127303,0,0,
1598,幅,127145,1,1,N3
1599,オーストラリア,127004,1,0,
1600,諸,126898,0,1,N1
1601,ジャパン,126843,0,0,
1602,感染,126833,0,1,N1
1603,なか,126678,1,0,
1604,機械,126657,1,1,N3
1605,出生,126623,0,1,N1
1606,絵,126501,1,1,N5
1607,発,126448,0,1,N1
1608,古代,126346,0,1,N1
1609,こそ,125984,1,1,N3
1610,ポイント,125983,1,0,
1611,ネットワーク,125879,1,0,
1612,兼,125695,0,0,
1613,機動,125641,0,0,
1614,山形,125554,0,0,
1615,化学,125480,0,1,N3
1616,イングランド,125407,0,0,
1617,被害,125249,0,1,N3
1618,地下鉄,125240,0,1,N5
1619,東北,125192,0,0,
1620,区域,124890,0,1,N2
1621,海外,124869,0,1,N3
1622,永,124816,0,0,
1623,朝日新聞,124729,0,0,
1624,あと,124694,0,0,
1625,特記,124601,0,0,
1626,いくつ,124591,0,0,
1627,差,124490,1,1,N3
1628,人々,124281,1,0,
1629,責任,124187,0,1,N3
1630,彼ら,124186,0,1,N4
1631,公立,124034,0,1,N1
1632,美術館,123614,0,1,N4
1633,すでに,123573,0,0,
1634,付き,123479,0,1,N1
1635,バスケットボール,123350,1,0,
1636,南部,123343,0,0,
1637,さらなる,123276,0,0,
1638,所有,123275,0,0,
1639,ぬ,123259,0,0,
1640,速度,123158,0,1,N3
1641,陽,123098,0,0,
1642,インタビュー,122538,0,0,
1643,規定,122381,0,1,N1
1644,操作,122364,0,1,N3
1645,付近,122205,0,1,N2
1646,ロボット,122170,1,0,
1647,民,122114,1,0,
1648,条約,122055,0,1,N1
1649,志,121986,0,1,N1
1650,復活,121940,0,1,N1
1651,藤原,121722,0,0,
1652,合わせ,121618,0,1,N1
1653,農業,121565,0,1,N3
1654,欧州,121517,0,0,
1655,駆逐,121143,0,0,
1656,っ,121139,0,0,
1657,発電,121065,0,1,N2
1658,顔,121062,1,0,
1659,軍事,120831,0,1,N1
1660,提示,120812,0,1,N1
1661,支配,120738,0,1,N3
1662,特殊,120633,0,1,N2
1663,インターチェンジ,120622,0,0,
1664,既に,120531,0,1,N3
1665,やすく,120486,0,0,
1666,川崎,120461,0,0,
1667,引用,120441,0,1,N3
1668,サブ,120415,0,0,
1669,基地,120402,0,1,N2
1670,ドル,120352,1,0,
1671,考える,120006,0,1,N4
1672,同じく,119978,0,0,
1673,兄弟,119932,1,1,N5
1674,宣言,119871,0,1,N1
1675,事務,119843,0,1,N3
1676,ひとつ,119723,0,0,
1677,施行,119490,0,1,N1
1678,泉,119288,0,1,N3
1679,社名,119055,0,0,
1680,アクセス,118894,1,0,
1681,だろ,118881,0,0,
1682,オランダ,118810,0,0,
1683,首相,118730,1,1,N3
1684,貴族,118676,0,1,N1
1685,未来,118658,1,1,N3
1686,竜,118565,1,0,
1687,栃木,118403,0,0,
1688,教,118196,0,0,
1689,フィギュア,118139,0,0,
1690,東映,118096,0,0,
1691,スタブ,118078,0,0,
1692,ユニット,117992,0,0,
1693,動画,117860,0,0,
1694,破壊,117804,0,1,N1
1695,市長,117756,1,0,
1696,華,117756,0,0,
1697,手動,117542,0,0,
1698,継続,117504,0,1,N2
1699,土曜,117481,1,1,N3
1700,タレント,117414,0,0,
1701,接続,117363,0,1,N2
1702,テレビ東京,117234,0,0,
1703,湖,117161,1,1,N4
1704,同意,117070,0,1,N1
1705,創立,116961,0,1,N1
1706,東海,116916,0,0,
1707,選択,116897,1,1,N3
1708,認定,116857,0,0,
1709,池田,116803,0,0,
1710,むら,116744,1,0,
1711,って,116686,0,0,
1712,総務,116680,0,0,
1713,井戸端,116506,0,0,
1714,多,116138,0,0,
1715,プロフィール,115906,0,0,
1716,解決,115872,0,1,N3
1717,深夜,115706,0,1,N2
1718,令,115533,0,0,
1719,革命,115504,0,1,N1
1720,鉄,115419,1,1,N3
1721,課程,115414,0,1,N2
1722,はじめ,115398,0,0,
1723,米国,115374,0,0,
1724,持ち,115324,0,1,N1
1725,扱い,115281,0,1,N1
1726,ギター,115270,0,0,
1727,単独,115216,0,1,N1
1728,ストーリー,115121,0,0,
1729,帝,115019,0,0,
1730,便,114926,1,1,N3
1731,レベル,114890,0,0,
1732,ナタリー,114863,0,0,
1733,像,114853,1,1,N1
1734,角,114823,1,1,N5
1735,物理,114476,0,1,N3
1736,キャスト,114438,0,0,
1737,ユース,114434,0,0,
1738,剣,114295,1,0,
1739,優,114155,0,1,N1
1740,原因,114149,0,1,N4
1741,侵害,114124,0,0,
1742,学部,114033,0,1,N2
1743,篇,114017,0,0,
1744,柔道,113961,1,1,N4
1745,かい,113820,1,0,
1746,唯一,113817,0,1,N3
1747,守,113779,0,0,
