Rank;Lemma;Occurrences
1599;オーストラリア;127004
1600;諸;126898
1601;ジャパン;126843
1602;感染;126833
1603;なか;126678
1604;機械;126657
1605;出生;126623
1606;絵;126501
1607;発;126448
1608;古代;126346
1609;こそ;125984
1610;ポイント;125983
1611;ネットワーク;125879
1612;兼;125695
1613;機動;125641
1614;山形;125554
1615;化学;125480
1616;イングランド;125407
1617;被害;125249
1618;地下鉄;125240
1619;東北;125192
1620;区域;124890
1621;海外;124869
1622;永;124816
1623;朝日新聞;124729
1624;あと;124694
1625;特記;124601
1626;いくつ;124591
1627;差;124490
1628;人々;124281
1629;責任;124187
1630;彼ら;124186
1631;公立;124034
1632;美術館;123614
1633;すでに;123573
1634;付き;123479
1635;バスケットボール;123350
1636;南部;123343
1637;さらなる;123276
1638;所有;123275
1639;ぬ;123259
1640;速度;123158
1641;陽;123098
1642;インタビュー;122538
1643;規定;122381
1644;操作;122364
1645;付近;122205
1646;ロボット;122170
1647;民;122114
1648;条約;122055
1649;志;121986
1650;復活;121940
1651;藤原;121722
1652;合わせ;121618
1653;農業;121565
1654;欧州;121517
1655;駆逐;121143
1656;っ;121139
1657;発電;121065
1658;顔;121062
1659;軍事;120831
1660;提示;120812
1661;支配;120738
1662;特殊;120633
1663;インターチェンジ;120622
1664;既に;120531
1665;やすく;120486
1666;川崎;120461
1667;引用;120441
1668;サブ;120415
1669;基地;120402
1670;ドル;120352
1671;考える;120006
1672;同じく;119978
1673;兄弟;119932
1674;宣言;119871
1675;事務;119843
1676;ひとつ;119723
1677;施行;119490
1678;泉;119288
1679;社名;119055
1680;アクセス;118894
1681;だろ;118881
1682;オランダ;118810
1683;首相;118730
1684;貴族;118676
1685;未来;118658
1686;竜;118565
1687;栃木;118403
1688;教;118196
1689;フィギュア;118139
1690;東映;118096
1691;スタブ;118078
1692;ユニット;117992
1693;動画;117860
1694;破壊;117804
1695;市長;117756
1696;華;117756
1697;手動;117542
1698;継続;117504
1699;土曜;117481
1700;タレント;117414
1701;接続;117363
1702;テレビ東京;117234
1703;湖;117161
1704;同意;117070
1705;創立;116961
1706;東海;116916
1707;選択;116897
1708;認定;116857
1709;池田;116803
1710;むら;116744
1711;って;116686
1712;総務;116680
1713;井戸端;116506
1714;多;116138
1715;プロフィール;115906
1716;解決;115872
1717;深夜;115706
1718;令;115533
1719;革命;115504
1720;鉄;115419
1721;課程;115414
1722;はじめ;115398
1723;米国;115374
1724;持ち;115324
1725;扱い;115281
1726;ギター;115270
1727;単独;115216
1728;ストーリー;115121
1729;帝;115019
1730;便;114926
1731;レベル;114890
1732;ナタリー;114863
1733;像;114853
1734;角;114823
1735;物理;114476
1736;キャスト;114438
1737;ユース;114434
1738;剣;114295
1739;優;114155
1740;原因;114149
1741;侵害;114124
1742;学部;114033
1743;篇;114017
1744;柔道;113961
1745;かい;113820
1746;唯一;113817
1747;守;113779
1748;旗;113759
1749;発足;113725
1750;初回;113600
1751;紙;113567
1752;標準;113438
1753;翌;113374
1754;対策;113269
1755;果たし;113261
1756;十分;113207
1757;民主党;113156
1758;職;113050
1759;作る;112891
1760;誠;112775
1761;住宅;112628
1762;部屋;112618
1763;形態;112606
1764;タイム;112576
1765;ほ;112551
1766;くん;112446
1767;刊行;112433
1768;以後;112408
1769;略称;112408
1770;つつ;112321
1771;渋谷;112201
1772;雪;111978
1773;実験;111937
1774;岩手;111894
1775;銀;111800
1776;成;111739
1777;停止;111714
1778;●;111702
1779;大字;111682
1780;探偵;111669
1781;仕様;111506
1782;親;111414
1783;制定;111312
1784;受ける;111258
1785;直;111150
1786;せい;111142
1787;改造;110973
1788;角川;110723
1789;全集;110637
1790;推進;110547
1791;健;110492
1792;旧暦;110428
1793;戦隊;110388
1794;やっ;110355
1795;捜査;110350
1796;加入;110232
1797;地上;110223
1798;関西;110180
1799;ブランド;110175
1800;いち;110100
1801;頂き;110042
1802;理論;110003
1803;新人;109990
1804;後半;109920
1805;作ら;109891
1806;大賞;109751
1807;阪神;109719
1808;残念;109679
1809;純;109645
1810;艦隊;109582
1811;先生;109569
1812;経由;109543
1813;田;109470
1814;交差点;109450
1815;鬼;109358
1816;近い;109286
1817;波;109283
1818;かなり;109283
1819;書房;109278
1820;どちら;109256
1821;トン;109236
1822;前後;109146
1823;イメージ;109107
1824;古;109071
1825;有;108846
1826;通称;108788
1827;しん;108661
1828;信;108660
1829;コミック;108653
1830;特;108564
1831;共;108540
1832;ジュニア;108291
1833;審議;108237
1834;当選;108151
1835;エリア;107931
1836;具体;107853
1837;交流;107819
1838;進出;107730
1839;近く;107722
1840;古墳;107721
1841;大型;107682
1842;いけ;107618
1843;解釈;107578
1844;会場;107563
1845;弟;107558
1846;それら;107516
1847;裏;107513
1848;生年;107442
1849;魚;107379
1850;太陽;107312
1851;遺産;107260
1852;京;107222
1853;隆;107095
1854;気に入ら;106912
1855;ライン;106859
1856;戦後;106724
1857;小惑星;106652
1858;セット;106640
1859;よれ;106473
1860;戦国;106424
1861;残し;106329
1862;犬;106217
1863;ヒット;106167
1864;つき;106119
1865;下記;106115
1866;入る;105953
1867;竹;105839
1868;け;105789
1869;身;105734
1870;編入;105715
1871;横;105607
1872;金融;105577
1873;客;105558
1874;制御;105543
1875;細胞;105461
1876;シティ;105379
1877;ピアノ;105331
1878;皇帝;105312
1879;木村;105188
1880;似;105175
1881;北京;105079
1882;市内;105079
1883;録;105065
1884;父親;105010
1885;とう;104988
1886;長官;104964
1887;資格;104962
1888;権限;104893
1889;相当;104852
1890;スタート;104839
1891;中止;104834
1892;レ;104788
1893;週;104737
1894;隣接;104708
1895;エンディング;104470
1896;ランキング;104437
1897;認識;104426
1898;言及;104330
1899;周;104321
1900;利益;104144
1901;はず;104091
1902;兄;104090
1903;署;104033
1904;本来;104012
1905;緊急;104002
1906;たく;103994
1907;成長;103828
1908;感;103735
1909;集団;103707
1910;言え;103630
1911;金曜;103618
1912;配置;103542
1913;将軍;103497
1914;義;103467
1915;強化;103461
1916;流れ;103422
1917;挑戦;103350
1918;本店;103345
1919;カラー;103327
1920;電;103269
1921;まとめ;103231
1922;ウイルス;102911
1923;配偶;102838
1924;実業;102761
1925;背景;102702
1926;ブラジル;102666
1927;有名;102653
1928;許可;102475
1929;なぜ;102262
1930;進行;102230
1931;転載;102159
1932;通過;102072
1933;いえ;102057
1934;アーティスト;101947
1935;適用;101738
1936;かん;101727
1937;減らす;101692
1938;和歌山;101691
1939;哲学;101579
1940;武器;101549
1941;段階;101414
1942;衝突;101338
1943;出す;101323
1944;制限;101322
1945;続い;101263
1946;描か;101146
1947;アフリカ;101128
1948;三重;101116
1949;鳥;101106
1950;貨物;101102
1951;達成;101089
1952;関;101064
1953;死没;101039
1954;樹;100819
1955;政権;100768
1956;分離;100754
1957;＞;100730
1958;ホテル;100722
1959;在;100708
1960;知っ;100693
1961;子会社;100388
1962;翼;100363
1963;医学;100318
1964;区画;100261
1965;部長;100199
1966;香港;100105
1967;共通;100093
1968;犯罪;100062
1969;バージョン;99987
1970;申し;99984
1971;違反;99878
1972;解散;99846
1973;首都;99793
1974;起点;99742
1975;史上;99708
1976;亭;99673
1977;芸能;99668
1978;球団;99576
1979;ドラフト;99535
1980;論文;99528
1981;オンライン;99475
1982;猫;99457
1983;設け;99431
1984;よし;99384
1985;決め;99313
1986;最;99272
1987;工学;99247
1988;助;99233
1989;拠点;99121
1990;少し;99120
1991;伯;99087
1992;佐賀;98992
1993;康;98973
1994;展示;98920
1995;判定;98814
1996;分かり;98564
1997;鳥取;98504
1998;コンビ;98486
1999;のに;98468
2000;支店;98406
2001;愛媛;98326
2002;ホームページ;98315
2003;来歴;98283
2004;県道;98228
2005;政党;98209
2006;住民;98193
2007;玉;98105
2008;終わり;98094
2009;々;98076
2010;土地;98063
2011;平和;97990
2012;反応;97989
2013;豊;97963
2014;治;97865
2015;くれ;97795
2016;スタジアム;97782
2017;地元;97637
2018;ばかり;97573
2019;佐々木;97569
2020;エネルギー;97527
2021;整理;97502
2022;主催;97495
2023;本文;97478
2024;日曜;97379
2025;創設;97361
2026;東宝;97329
2027;氏名;97305
2028;ロゴ;97182
2029;ヶ月;97139
2030;直後;97116
2031;國;97038
2032;費;97029
2033;広域;97015
2034;出力;96984
2035;輪;96797
2036;要約;96719
2037;コロナ;96638
2038;会員;96628
2039;否定;96603
2040;超える;96582
2041;切れ;96573
2042;衛星;96565
2043;球;96527
2044;広く;96328
2045;憲法;96270
2046;自衛隊;96267
2047;保険;96146
2048;冬;96135
2049;やすい;96086
2050;話題;96072
2051;入学;96047
2052;強く;95995
2053;ブルー;95909
2054;蔵;95892
2055;比較;95877
2056;人名;95852
2057;比;95802
2058;知識;95801
2059;香川;95764
2060;明確;95680
2061;ポーランド;95665
2062;建物;95564
2063;自転車;95459
2064;いわ;95390
2065;合計;95292
2066;松;95251
2067;残っ;95196
2068;視聴;95180
2069;男女;95130
2070;購入;95103
2071;潜水;95097
2072;今日;95070
2073;政;95032
2074;銃;94915
2075;内部;94818
2076;生涯;94799
2077;思想;94791
2078;取引;94731
2079;体育;94715
2080;河川;94584
2081;民主;94376
2082;夏季;94346
2083;弘;94208
2084;群馬;94135
2085;イン;94022
2086;チェック;94020
2087;わかり;93958
2088;機器;93822
2089;資本;93802
2090;高知;93727
2091;廃;93717
2092;北部;93675
2093;前身;93616
2094;対話;93582
2095;数学;93503
2096;あの;93452
2097;新型;93428
2098;オーストリア;93395
2099;山梨;93365
2100;立場;93361
2101;緑;93298
2102;全米;93202
2103;最近;93144
2104;指示;93101
2105;敗退;93084
2106;最優秀;93071
2107;一番;93030
2108;大和;93025
2109;妹;93015
2110;国土;92979
2111;審査;92952
2112;野;92899
2113;忠;92886
2114;レーベル;92873
2115;町立;92817
2116;ライト;92775
2117;カバー;92647
2118;郷;92584
2119;記憶;92521
2120;江;92521
2121;暦;92417
2122;維持;92386
2123;派遣;92325
2124;除く;92290
2125;建;92288
2126;会館;92110
2127;番地;92109
2128;協議;92096
2129;幕府;92071
2130;仲間;92019
2131;著書;92018
2132;クラシック;92009
2133;姉妹;91906
2134;相;91884
2135;希望;91875
2136;自治;91866
2137;分け;91820
2138;選ば;91786
2139;観;91764
2140;要素;91734
2141;徳川;91707
2142;箇所;91704
2143;申し上げ;91651
2144;家庭;91647
2145;とおり;91548
2146;戦艦;91397
2147;同盟;91336
2148;秘密;91278
2149;呼ぶ;91273
2150;シーン;91222
2151;行き;91088
2152;守備;91065
2153;没年;91036
2154;出来る;90994
2155;月刊;90869
2156;収入;90839
2157;附属;90723
2158;最新;90608
2159;オブ;90596
2160;滋賀;90532
2161;吉;90447
2162;全員;90437
2163;伝統;90338
2164;現役;90292
2165;すぎ;90290
2166;西日本;90218
2167;うえ;90184
2168;規格;90145
2169;司;90134
2170;綱;89960
2171;戦車;89871
2172;広;89838
2173;トーク;89832
2174;テニス;89776
2175;中山;89753
2176;遺跡;89747
2177;跡;89728
2178;体制;89681
2179;食;89672
2180;失敗;89649
2181;健康;89644
2182;キー;89557
2183;けど;89458
2184;教え;89371
2185;務める;89369
2186;被;89342
2187;トラック;89321
2188;証明;89316
2189;アニメーション;89159
2190;獣;89095
2191;英国;89078
2192;けん;89031
2193;共演;88910
2194;長い;88834
2195;見え;88825
2196;カリフォルニア;88666
2197;丁;88618
2198;兵器;88571
2199;そもそも;88564
2200;観測;88556
2201;騎士;88447
2202;寺院;88417
2203;プロレス;88370
2204;語っ;88288
2205;改革;88282
2206;ジョージ;88275
2207;広告;88245
2208;増加;88235
2209;師団;88173
2210;酸;88170
2211;役割;88153
2212;是非;88130
2213;プログラム;88097
2214;分析;88032
2215;雲;87974
2216;イオン;87878
2217;詩;87870
2218;モード;87859
2219;展;87826
2220;ど;87805
2221;将;87739
2222;河;87694
2223;雨;87642
2224;階級;87639
2225;前作;87623
2226;参議院;87523
2227;つい;87420
2228;朝日;87405
2229;修;87403
2230;下位;87354
2231;友;87304
2232;行く;87232
2233;代わり;87163
2234;レッド;87157
2235;公共;87134
2236;満;87117
2237;音声;87083
2238;層;87079
2239;ソウル;87015
2240;実現;86996
2241;監修;86898
2242;炎;86897
2243;福祉;86887
2244;スウェーデン;86881
2245;もっ;86863
2246;医師;86859
2247;３;86858
2248;建造;86823
2249;徳;86819
2250;ボール;86804
2251;コレクション;86721
2252;離れ;86652
2253;恵;86603
2254;傾向;86557
2255;裁判所;86521
2256;参戦;86437
2257;薬;86406
2258;中学;86338
2259;低;86294
2260;剛;86222
2261;ミサイル;86211
2262;中華人民共和国;86180
2263;席;86131
2264;大陸;86117
2265;宝;86045
2266;定;85970
2267;言い;85954
2268;中日;85934
2269;母親;85929
2270;洋;85928
2271;キング;85906
2272;竣工;85890
2273;０;85871
2274;少ない;85868
2275;国会;85861
2276;定期;85856
2277;巨大;85841
2278;人生;85824
2279;塔;85773
2280;学院;85666
2281;記者;85636
2282;金沢;85611
2283;ダンス;85419
2284;ボクシング;85309
2285;冒頭;85208
2286;交換;85192
2287;オープニング;85190
2288;貴;85183
2289;いき;85170
2290;上げ;85165
2291;定め;85164
2292;カー;85153
